Número secuencial;Sección Electoral;Código Postal;Hora de inicio de la entrevista;Hora de terminación de la entrevista;Sexo;Edad;Estado Civil;Grado máximo de estudios;Habitantes en el hogar;Personas_0_6;Personas_7_17;Personas_18_30;Personas_31_45;Personas_46_65;Personas_66_más;Relación con el jefe de familia;Tiene alguna actividad por la que recibe ingresos;¿Ha consumido alguna bebida alcohólica en los últimos 6 meses?;Principal razón por la que no bebe;Toma cerveza;Toma ron;ron2;Toma brandy;brandy2;Toma cognac;cognac2;Toma tequila;tequila2;Toma mezcal/aguardiente;mezcal2;Toma whisky;Toma vodka;vodka2;Toma ginebra;Toma anís;Toma vino tinto;Toma vino blanco;Toma bebida combinada;Toma bebida energizante;Toma pulque;Toma crema/bebida dulce;Toma otra bebida;Otro (especif.);Toma cerveza (frecuencia);Toma ron (frecuencia);Toma brandy (frecuencia);Toma cognac (frecuencia);Toma tequila (frecuencia);Toma mezcal/aguardte (frecuencia);Toma whisky (frecuencia);Toma vodka (frecuencia);Toma ginebra (frecuencia);Toma anís (frecuencia);Toma vino tinto (frecuencia);Toma vino blanco (frecuencia);Toma bebida combinada (frecuencia);Toma bebida energética (frecuencia);Toma pulque (frecuencia);Toma crema/bebida dulce (frecuencia);Toma otra bebida (1) (frecuencia);Toma cerveza (cantidad);Toma cerveza caguama (cantidad);Toma cerveza (cantidad sumada);Toma ron (cantidad);Toma brandy (cantidad);Toma cognac (cantidad);Toma tequila (cantidad);Toma mezcal/agdte (cantidad);Toma whisky (cantidad);Toma vodka (cantidad);Toma ginebra (cantidad);Toma anís (cantidad);Toma vino tinto (cantidad);Toma vino blanco (cantidad);Toma bebida combinada (cantidad);Toma bebida energética (cantidad);Toma pulque (cantidad);Toma crema/bebida dulce (cantidad);Toma otra bebida (1) (cantidad);Cerveza_Marca_A;Cerveza_Marca_B;Ron_Marca_A;Ron_Marca_B;Brandy_Marca_A;Brandy_Marca_B;Cognac_Marca_A;Cognac_Marca_B;Tequila_Marca_A;Tequila_Marca_B;Mezcal_Marca_A;Mezcal_Marca_B;Whisky_Marca_A;Whisky_Marca_B;Vodka_Marca_A;Vodka_Marca_B;Ginebra_Marca_A;Ginebra_Marca_B;Anís_Marca_A;Anís_Marca_B;VinoT_Marca_A;VinoT_Marca_B;VinoB_Marca_A;VinoB_Marca_B;Combina_Marca_A;Combina_Marca_B;Energ_Marca_A;Energ_Marca_B;Pulque_Marca_A;Pulque_Marca_B;Crema_Marca_A;Crema_Marca_B;Otra_1_Marca_A;Otra_1_Marca_B;Cerveza_Marca_A_razón;Cerveza_Marca_B_razón;Ron_Marca_A_razón;Ron_Marca_B_razón;Brandy_Marca_A_razón;Brandy_Marca_B_razón;Cognac_Marca_A_razón;Cognac_Marca_B_razón;Tequila_Marca_A_razón;Tequila_Marca_B_razón;Mezcal_Marca_A_razón;Mezcal_Marca_B_razón;Whisky_Marca_A_razón;Whisky_Marca_B_razón;Vodka_Marca_A_razón;Vodka_Marca_B_razón;Ginebra_Marca_A_razón;Ginebra_Marca_B_razón;Anís_Marca_A_razón;Anís_Marca_B_razón;VinoT_Marca_A_razón;VinoT_Marca_B_razón;VinoB_Marca_A_razón;VinoB_Marca_B_razón;Combina_Marca_A_razón;Combina_Marca_B_razón;Energ_Marca_A_razón;Energ_Marca_B_razón;Pulque_Marca_A_razón;Pulque_Marca_B_razón;Crema_Marca_A_razón;Crema_Marca_B_razón;Otra_1_Marca_A_razón;Otra_1_Marca_B_razón;Principal lugar donde consume bebidas;Porqué bebe;¿Ha tenido alguna vez problemas luego de beber?;Choque de automóvil;Problema con autoridades;Problemas familiares;Problema en el trabajo;Problemas en la escuela;Riña, agresión, violencia;Problemas de salud;Pérdida de memoria;Pérdida de conciencia;Sentimiento de culpa;Otro problema;Cuando bebe, ¿maneja?;¿Le han hecho la prueba del alcoholímetro?;Resultado de prueba del alcoholímetro;Edad a la primera vez que bebió;Nivel de Ingresos;Medio de transporte principal;Automóvil;Metro;Gasto semanal en transporte;Tiene tel. móvil;Marca tel. móvil;Tel. móvil (razón marca);Compañía tel. móvil;Forma de pago tel. móvil;Compañía tel. móvil (calificación del servicio);Coyoacán_Seguridad;Coyoacán_Transporte;Coyoacán_Vías de Comunicación;Coyoacán_Calidad de Vida;Coyoacán_Corrupción;Coyoacán_Servs_Públicos;Coyoacán_Escolar;Coyoacán_Medio_Ambiente;Coyoacán_Cultura;Seguridad_DF;Seguridad_MEXICO;Empleo_DF;Empleo_MEXICO;Economía_DF;Economía_MEXICO;Pobreza_DF;Pobreza_MEXICO;Corrupción_DF;Corrupción_MEXICO;Educación_DF;Educación_MEXICO;Salud_DF;Salud_MEXICO;Narco_DF;Narco_MEXICO;DH_DF;DH_MEXICO;Medio Ambiente_DF;Medio Ambiente_MEXICO;Calificación a Andrés Manuel López Obrador;Calificación a Claudia Sheinbaum;Calificación a Alcalde Coyoacán;No. de focos en la vivienda;Edad (rangos);Estado Civil (2);Grado máximo de estudios (rangos);Años de estudio (estimado);Nivel Socioeconómico (2 categorías);Nivel de Ingresos (recodificado);Focos per cápita;Razón por la que no bebe;Índice de Consumo Mensual de Bebidas Alcohólicas;Índice de Consumo de B. Alcohólicas (2 categorías)
69;417;04369;3:40:00 AM;4:03:00 AM;Mujer;54;Casado;Secundaria completa;3;0;1;0;0;2;0;Esposo (a);No;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;Sí;Sí;No;No;No;No;No;No;;1 vez al mes;;;;;;;;;1 vez al mes;1 vez al mes;;;;;;;2;0;2;;;;;;;;;2;2;;;;;;;Modelo;Victoria;;;;;;;;;;;;;;;;;"""Del chango""";;;;;;;;;;;;;;;;Precio;Precio;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;;;En mi casa;Para convivir;No;;;;;;;;;;;;No maneja / Sin automóvil;;;17;No tengo ingresos;Autobús-Pesero_Combi;0;0;50,00;Sí;Nokia;Facilidad uso y manejo;Movistar;Otra modalidad;Bueno;Regular;Regular;NS/NC;Buena;Mala;Buena;Buena;Mala;Muy buena;3;2;3;3;NS/NC;NS/NC;3;2;2;2;8;6;8;8;5;3;8;8;5;7;8;8;0;5;50 +;Casado-Unión Libre;Hasta prepa (o equivalente) completa;9;Bajo-Medio;;1,67;;6,00;Bajo-Medio
74;591;04480;11:27:00 AM;11:36:00 AM;Mujer;19;Soltero;Prepa (o equivalente) completa;4;0;1;1;2;0;0;Hijo (a);Sí;No;Todavía estoy muy joven, tal vez después;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;Hasta 1 SM;Autobús-Pesero_Combi;0;0;100,00;Sí;Samsung;Status;Telcel;Plan;Muy bueno;Buena;Regular;Buena;Buena;Mala;Mala;Buena;Muy buena;Muy buena;6;4;5;5;6;5;4;3;4;4;4;3;4;3;3;4;4;4;5;6;9;9;8;13;18-29;Soltero;Hasta prepa (o equivalente) completa;12;Medio-Alto;<= 2 SM;3,25;Lo considera conveniente;;
75;591;04480;11:52:00 AM;12:04:00 PM;Hombre;46;Casado;Prepa (o equivalente) incompleta;4;0;0;2;0;2;0;Esposo (a);No;No;No me gustan;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;No tengo ingresos;Autobús-Pesero_Combi;0;0;80,00;Sí;Motorola;Precio;Telcel;Plan;Bueno;Muy Mala;Regular;Regular;Regular;Muy Mala;Mala;Regular;Regular;Buena;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;10;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;;2,50;No le gusta;;
86;591;04480;12:35:00 PM;12:57:00 PM;Hombre;54;Casado;Secundaria completa;3;0;0;1;0;2;0;Es jefe (a) de familia;Sí;No;Mi religión o principios no me lo permiten;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;1-2 SM;Autobús-Pesero_Combi;0;0;200,00;Sí;Huawei;Otra;Telcel;Prepago;Regular;Mala;Regular;Regular;Mala;Mala;Mala;Mala;Mala;Muy Mala;2;2;3;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;3;3;4;4;4;4;50 +;Casado-Unión Libre;Hasta prepa (o equivalente) completa;9;Bajo-Medio;<= 2 SM;1,33;Lo considera conveniente;;
88;591;04480;1:30:00 PM;1:48:00 PM;Hombre;23;Soltero;Prepa (o equivalente) incompleta;5;0;2;1;0;2;0;Hijo (a);No;No;No me gustan;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;No sabe / No contestó;Autobús-Pesero_Combi;0;0;150,00;Sí;Huawei;Precio;AT&T;Prepago;Regular;Regular;Mala;Muy Mala;Muy Mala;Muy Mala;Mala;Regular;Mala;Muy Mala;1;1;9;7;5;4;3;3;1;1;9;9;9;9;1;1;1;1;4;4;3;2;1;5;18-29;Soltero;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;;1,00;No le gusta;;
101;347;4330;9:10:00 AM;9:32:00 AM;Mujer;26;Soltero;Licenciatura incompleta;6;2;1;1;0;2;0;Hijo (a);No;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;Sí;Sí;No;No;;Mas de 2 veces a la semana;;;;;;;;;;;;;1 vez al mes;Mas de 2 veces a la semana;;;3;0;3;;;;;;;;;;;;3;1;;;;MODELO;CORONA;;;;;;;;;;;;;;;;;;;;;;;;;BOOST;RED BULL;ARTESANAL;;;;;;Bebida de categoría;Mensajes publicitarios;;;;;;;;;;;;;;;;;;;;;;;;;Pureza;Precio;Sabor;Precio;;;;;Fiestas, reuniones particulares;Porque lo necesito;Sí;;Sí;;Sí;;;;;Sí;;;Nunca;No;;15;No sabe / No contestó;Autobús-Pesero_Combi;0;0;45,00;Sí;LG;Calidad;AT&T;Plan;Bueno;Mala;Mala;Buena;Buena;Regular;Mala;Mala;Regular;Buena;3;4;4;4;4;6;6;8;5;3;7;7;6;7;8;3;7;8;9;7;9;8;7;10;18-29;Soltero;Licenciatura o más;14,5;Bajo-Medio;;1,67;;40,00;Medio-Alto
128;696;4100;2:30:00 AM;2:41:00 AM;Mujer;64;Soltero;Doctorado (completo o pasante);4;0;0;1;0;2;1;Hermano (a);Sí;Sí;;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;Sí;No;No;No;No;No;No;;;;;;;;;;;;1 vez al mes;;;;;;;0;0;0;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;XLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;No;;21;5-7 SM;Autobús-Pesero_Combi;0;0;400,00;Sí;Samsung;Otra;Telcel;Plan;Bueno;Mala;Mala;Mala;Regular;Regular;Mala;Buena;Regular;Buena;1;1;4;3;3;1;4;2;3;1;7;7;4;2;1;1;3;2;4;7;1;1;3;25;50 +;Soltero;Licenciatura o más;21;Medio-Alto;2 - 7 SM;6,25;;2,00;Bajo-Medio
130;696;4100;3:20:00 AM;3:27:00 AM;Mujer;31;Soltero;Licenciatura completa (o pasante);5;0;0;0;0;0;0;Otro;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;Sí;No;No;No;No;No;No;;1 vez al mes;;;;;;;;;;1 vez al mes;;;;;;;2;0;2;;;;;;;;;;2;;;;;;;BOHEMIA;MODELO;;;;;;;;;;;;;;;;;;;SONRISAS;;;;;;;;;;;;;;Sabor;Sabor;;;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;No;;18;5-7 SM;Autobús-Pesero_Combi;0;0;200,00;Sí;Samsung;Facilidad uso y manejo;Telcel;Prepago;Bueno;Buena;Buena;Buena;Buena;NS/NC;Buena;Buena;Buena;Buena;NS/NC;4;5;4;7;4;5;3;7;4;8;6;7;6;7;4;7;4;4;4;1;4;4;30;30-49;Soltero;Licenciatura o más;17;Medio-Alto;2 - 7 SM;6,00;;4,00;Bajo-Medio
131;696;4100;6:00:00 AM;6:30:00 AM;Hombre;50;Viudo;Licenciatura completa (o pasante);5;0;0;0;3;1;1;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la semana;;;;;;;;;;;;;;;;;3;0;3;;;;;;;;;;;;;;;;;CORONA;SUPERIOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Otra razón;Otra razón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;18;No sabe / No contestó;Autobús-Pesero_Combi;0;0;100,00;Sí;Samsung;Precio;Telcel;Otra modalidad;Bueno;Mala;Regular;Buena;Regular;Muy Mala;Muy Mala;Buena;Regular;Regular;5;5;5;5;3;3;5;5;1;1;5;5;5;5;5;5;3;3;5;5;8;8;1;5;50 +;Viudo;Licenciatura o más;17;Bajo-Medio;;1,00;;12,90;Bajo-Medio
108;347;4330;11:49:00 AM;12:06:00 PM;Hombre;22;Soltero;Licenciatura incompleta;5;0;1;1;1;2;0;Hijo (a);No;Sí;;Sí;No;0;No;0;Sí;1;No;0;No;0;No;No;0;No;Sí;No;No;No;No;No;No;No;;Mas de 2 veces a la semana;;;2 veces a la semana;;;;;;1 vez a la semana;;;;;;;;2;0;2;;2;;;;;;3;;;;;;;;;TECATE;DOS EQUIS;;;;;COURVOISIER;MARTELL;;;;;;;;;;;LAS CADENAS;MICO;;;;;;;;;;;;;;;Precio;Bebida de categoría;;;;;Mensajes publicitarios;Efecto estimulante;;;;;;;;;;;Calidad;Pureza;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Porque me ayuda;No;;;;;;;;;;;;Siempre o casi siempre;No;;17;2-3 SM;Autobús-Pesero_Combi;0;0;70,00;Sí;LG;Apariencia;AT&T;Prepago;Regular;Mala;Regular;Mala;Mala;Mala;Buena;Mala;Mala;Regular;7;3;4;4;5;4;7;5;7;4;6;6;5;4;7;2;6;7;5;6;7;4;8;7;18-29;Soltero;Licenciatura o más;14,5;Bajo-Medio;2 - 7 SM;1,40;;26,00;Medio-Alto
55;417;04369;9:30:00 AM;9:54:00 AM;Hombre;34;Unión libre;Secundaria incompleta;5;0;2;0;2;1;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;Sí;1;No;0;Sí;1;Sí;1;No;No;0;No;No;No;No;Sí;No;No;No;No;;1 vez a la semana;;Mas de 2 veces a la semana;;1 vez a la quincena;Mas de 2 veces a la semana;;;;;;;1 vez a la semana;;;;;0;3;9;;1;;3;3;;;;;;;3;;;;;Corona;Victoria;;;Azteca de Oro;Torres 10;;;José Cuervo;Azul;Tonayan;;;;;;;;;;;;;;New Mix;Fourloko;;;;;;;;;Sabor;Sabor;;;Precio;Costumbre;;;Sabor;Precio;Costumbre;;;;;;;;;;;;;;Bebida suave, ligera;Efecto estimulante;;;;;;;;;Casa de amigos, de familiares;Por gusto;Sí;;;;;;;;;;;;No maneja / Sin automóvil;;;17;3-5 SM;Autobús-Pesero_Combi;0;0;300,00;Sí;Lenovo;Otra;Virgin Mobile;Prepago;Bueno;Mala;Regular;NS/NC;Regular;Muy Mala;Mala;Mala;Muy Mala;Regular;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;0;0;0;3;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;7,5;Bajo-Medio;2 - 7 SM;0,60;;109,60;Medio-Alto
72;417;04300;6:15:00 AM;6:38:00 AM;Mujer;26;Casado;Maestría (completa o pasante);6;1;1;1;0;2;1;Hijo (a);Sí;Sí;;No;No;0;No;0;No;0;Sí;1;No;0;No;Sí;1;No;No;No;No;No;No;Sí;No;Sí;;;;;;1 vez a la semana;;;1 vez a la semana;;;;;;;1 vez a la semana;;Mas de 2 veces a la semana;0;0;0;;;;3;;;3;;;;;;;2;;1;;;;;;;;;Don Julio;José Cuervo;;;;;Ciroc;Karat;;;;;;;;;;;;;"""Casero""";;;;;;;;;;;;;;Sabor;Sabor;;;;;Precio;Sabor;;;;;;;;;;;;;Bebida de categoría;;;;;;Bares, cantinas, antros;Por diversión;No;;;;;;;;;;;;;;;17;3-5 SM;Autobús-Pesero_Combi;0;0;150,00;Sí;LG;Calidad;Movistar;Plan;Regular;Regular;Regular;Buena;Buena;Mala;Buena;Regular;Mala;Muy buena;2;1;7;4;6;5;4;2;2;2;8;4;8;8;2;4;6;5;2;4;5;8;7;10;18-29;Casado-Unión Libre;Licenciatura o más;19;Bajo-Medio;2 - 7 SM;1,67;;47,40;Medio-Alto
110;663;04909;9:13:00 AM;9:27:00 AM;Mujer;33;Casado;Prepa (o equivalente) completa;3;1;0;0;2;0;0;Esposo (a);Sí;Sí;;No;No;0;No;0;No;0;Sí;1;No;0;No;Sí;1;No;No;No;No;No;No;No;No;No;;;;;;Mas de 2 veces a la semana;;;1 vez al mes;;;;;;;;;;0;0;0;;;;3;;;1;;;;;;;;;;;;;;;;;;JOSE CUERVO;CENTENARIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;Precio;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;A veces;Sí;No rebasó nivel permitido;;3-5 SM;Autobús-Pesero_Combi;0;0;130,00;Sí;HTC;Precio;AT&T;Plan;Regular;Buena;Buena;Buena;Muy buena;Muy Mala;Muy buena;Buena;Regular;Buena;6;7;7;8;8;8;5;5;2;1;7;7;8;8;4;2;7;7;3;5;4;5;5;15;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;12;Medio-Alto;2 - 7 SM;5,00;;40,00;Medio-Alto
127;663;04909;4:32:00 AM;4:45:00 AM;Mujer;28;Unión libre;Prepa (o equivalente) completa;3;1;0;2;0;0;0;Esposo (a);Sí;Sí;;Sí;Sí;1;No;0;No;0;No;0;No;0;No;Sí;1;No;No;No;No;No;No;Sí;No;No;;Mas de 2 veces a la semana;2 veces a la semana;;;;;;Mas de 2 veces a la semana;;;;;;;2 veces a la semana;;;4;3;13;1;;;;;2;1;;;;;;;2;;;CORONA;XX;BACARDI;CAPITAN MORGAN;;;;;;;;;RED LABEL;JACK DANIELS;ABSOLUT VOD;SMIRNOFF;;;;;;;;;;;;;NATURAL;CURADO;;;;;Recomendación;Bebida de categoría;Pureza;Sabor;;;;;;;;;Bebida suave, ligera;Pureza;Costumbre;Sabor;;;;;;;;;;;;;Calidad;Sabor;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Nunca;No;;NS/NC;> 10 SM;Autobús-Pesero_Combi;0;0;150,00;Sí;Apple;Calidad;Telcel;Plan;Regular;Regular;Regular;Buena;Muy buena;Buena;Regular;Muy buena;Regular;Muy buena;4;3;8;7;9;8;5;8;4;3;7;4;6;4;6;2;9;6;6;7;1;2;5;18;18-29;Casado-Unión Libre;Hasta prepa (o equivalente) completa;12;Medio-Alto;> 7 SM;6,00;;207,80;Medio-Alto
59;417;04369;2:09:00 AM;2:29:00 AM;Hombre;21;Soltero;Prepa (o equivalente) completa;4;0;0;2;0;2;0;Hijo (a);No;Sí;;No;No;0;No;0;No;0;No;0;No;0;No;Sí;1;No;No;No;No;No;No;No;No;No;;;;;;;;;1 vez a la semana;;;;;;;;;;0;0;0;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;Smirnoff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recomendación;;;;;;;;;;;;;;;;;;;;En mi casa;Me siento obligado (trabajo, amigos, familia);Sí;;;;;;;;;;;;No maneja / Sin automóvil;;;19;No tengo ingresos;Autobús-Pesero_Combi;0;0;65,00;Sí;Huawei;Otra;Telcel;Otra modalidad;Regular;Regular;Mala;Regular;Regular;Mala;Regular;Regular;Regular;Buena;3;2;3;2;3;2;3;2;2;2;4;3;2;2;3;3;3;2;2;3;5;5;3;40;18-29;Soltero;Hasta prepa (o equivalente) completa;12;Medio-Alto;;10,00;;12,90;Bajo-Medio
111;663;04909;9:30:00 AM;9:40:00 AM;Hombre;19;Soltero;Licenciatura incompleta;5;0;2;1;0;2;0;Hijo (a);No;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;Sí;Sí;1;No;No;No;No;Sí;No;No;No;No;;2 veces a la semana;;;;;;1 vez a la quincena;1 vez al mes;;;;;1 vez a la semana;;;;;3;1;6;;;;;;2;2;;;;;2;;;;;XX;CORONA;;;;;;;;;;;RED LABEL;JACK DANIELS;ABSOLUT VOD;SMIRNOFF;;;;;;;;;SKY;CARIBE;;;;;;;;;Sabor;Sabor;;;;;;;;;;;Sabor;Sabor;Calidad;Sabor;;;;;;;;;Sabor;Sabor;;;;;;;;;Bares, cantinas, antros;Por diversión;No;;;;;;;;;;;;No maneja / Sin automóvil;;;;No tengo ingresos;Autobús-Pesero_Combi;0;0;110,00;Sí;Apple;Tecnología;Movistar;Prepago;Muy bueno;Buena;Muy buena;Buena;Muy buena;Regular;Buena;Buena;Muy buena;Buena;4;6;6;6;6;6;6;5;4;2;9;9;7;7;3;3;6;8;6;7;3;4;3;13;18-29;Soltero;Licenciatura o más;14,5;Medio-Alto;;2,60;;66,20;Medio-Alto
57;417;04369;11:56:00 AM;12:20:00 PM;Hombre;22;Soltero;Prepa (o equivalente) completa;3;0;0;2;1;0;0;Otro;Sí;Sí;;Sí;Sí;1;No;0;No;0;Sí;1;Sí;1;Sí;Sí;1;No;No;Sí;Sí;Sí;No;No;No;No;;1 vez al mes;1 vez a la quincena;;;1 vez al mes;1 vez a la quincena;1 vez a la quincena;1 vez a la semana;;;1 vez al mes;1 vez al mes;1 vez a la quincena;;;;;2;0;2;3;;;3;3;4;5;;;3;1;2;;;;;Indio;Tecate;Bacardí;Kraken;;;;;Don Julio;José Cuervo;Mezcamaica;;Red Label;Black and White;Smirnoff;Absolut;;;;;Lambrusco;;;;Fourloko;;;;;;;;;;Otra razón;Otra razón;Precio;Sabor;;;;;Efecto estimulante;Precio;Sabor;;Sabor;Precio;Sabor;Otra razón;;;;;Sabor;;;;Efecto estimulante;;;;;;;;;;Casa de amigos, de familiares;Por gusto;No;;;;;;;;;;;;No maneja / Sin automóvil;;;20;3-5 SM;Autobús-Pesero_Combi;0;0;100,00;Sí;Otra;Calidad;AT&T;Prepago;Regular;Mala;Mala;Regular;Mala;Mala;Mala;Regular;Regular;Regular;3;2;8;6;6;5;6;5;1;1;4;3;5;2;2;1;4;3;2;5;1;4;0;5;18-29;Soltero;Hasta prepa (o equivalente) completa;12;Bajo-Medio;2 - 7 SM;1,67;;54,50;Medio-Alto
58;417;04369;1:10:00 AM;1:30:00 AM;Mujer;30;Viudo;Prepa (o equivalente) incompleta;2;1;0;1;0;0;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;Sí;1;Sí;Sí;1;No;No;Sí;No;No;No;No;No;No;;1 vez al mes;;;;1 vez al mes;1 vez al mes;1 vez al mes;1 vez al mes;;;1 vez al mes;;;;;;;0;2;6;;;;1;1;1;1;;;2;;;;;;;XX;Tecate;;;;;;;José Cuervo;Jimador;Amores;Don Armando;Black and White;Passport;Oso Negro;Smirnoff;;;;;Lambrusco;;;;;;;;;;;;;;Sabor;Sabor;;;;;;;Efecto estimulante;Efecto estimulante;Efecto estimulante;Efecto estimulante;Sabor;Precio;Sabor;Sabor;;;;;Sabor;;;;;;;;;;;;;;Bares, cantinas, antros;Por diversión;Sí;;;;;;;;;;;;No maneja / Sin automóvil;;;16;2-3 SM;Autobús-Pesero_Combi;0;0;60,00;Sí;Alcatel;Precio;Telcel;Prepago;Bueno;Mala;Regular;NS/NC;Regular;Muy Mala;Regular;Buena;Regular;NS/NC;4;4;6;6;4;4;3;3;1;1;6;6;3;3;1;1;5;5;6;6;9;0;0;4;30-49;Viudo;Hasta prepa (o equivalente) completa;10,5;Bajo-Medio;2 - 7 SM;2,00;;12,00;Bajo-Medio
98;347;4330;11:30:00 AM;11:43:00 AM;Mujer;55;Divorciado/Separado;Licenciatura completa (o pasante);5;0;0;1;0;2;2;Padre – Madre;Sí;Sí;;No;Sí;1;No;0;No;0;No;0;Sí;1;No;Sí;1;No;No;No;No;No;No;No;No;No;;;1 vez a la semana;;;;1 vez a la semana;;1 vez a la semana;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;PUNTACA;AREHUACAS;;;;;;;DON ARMANDO;ARTESANAL;;;SKYY;ABSOLUT;;;;;;;;;;;;;;;;;;;;;Sabor;Precio;;;;;;;Calidad;Mensajes publicitarios;;;Pureza;Sabor;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Me siento obligado (trabajo, amigos, familia);No;;;;;;;;;;;;A veces;No;;16;5-7 SM;Autobús-Pesero_Combi;0;0;75,00;Sí;Huawei;Cámara fotos;Unefon;Prepago;Muy bueno;Regular;Buena;Muy Mala;Muy Mala;Mala;Regular;Buena;Mala;Regular;4;3;5;4;6;5;4;2;5;6;5;6;6;5;4;4;5;4;7;6;7;3;4;10;50 +;Divorciado/Separado;Licenciatura o más;17;Bajo-Medio;2 - 7 SM;2,00;;0,00;
