Número secuencial;Sección Electoral;Código Postal;Hora de inicio de la entrevista;Hora de terminación de la entrevista;Sexo;Edad;Estado Civil;Grado máximo de estudios;Habitantes en el hogar;Personas_0_6;Personas_7_17;Personas_18_30;Personas_31_45;Personas_46_65;Personas_66_más;Relación con el jefe de familia;Tiene alguna actividad por la que recibe ingresos;¿Ha consumido alguna bebida alcohólica en los últimos 6 meses?;Principal razón por la que no bebe;Toma cerveza;Toma ron;ron2;Toma brandy;brandy2;Toma cognac;cognac2;Toma tequila;tequila2;Toma mezcal/aguardiente;mezcal2;Toma whisky;Toma vodka;vodka2;Toma ginebra;Toma anís;Toma vino tinto;Toma vino blanco;Toma bebida combinada;Toma bebida energizante;Toma pulque;Toma crema/bebida dulce;Toma otra bebida;Otro (especif.);Toma cerveza (frecuencia);Toma ron (frecuencia);Toma brandy (frecuencia);Toma cognac (frecuencia);Toma tequila (frecuencia);Toma mezcal/aguardte (frecuencia);Toma whisky (frecuencia);Toma vodka (frecuencia);Toma ginebra (frecuencia);Toma anís (frecuencia);Toma vino tinto (frecuencia);Toma vino blanco (frecuencia);Toma bebida combinada (frecuencia);Toma bebida energética (frecuencia);Toma pulque (frecuencia);Toma crema/bebida dulce (frecuencia);Toma otra bebida (1) (frecuencia);Toma cerveza (cantidad);Toma cerveza caguama (cantidad);Toma cerveza (cantidad sumada);Toma ron (cantidad);Toma brandy (cantidad);Toma cognac (cantidad);Toma tequila (cantidad);Toma mezcal/agdte (cantidad);Toma whisky (cantidad);Toma vodka (cantidad);Toma ginebra (cantidad);Toma anís (cantidad);Toma vino tinto (cantidad);Toma vino blanco (cantidad);Toma bebida combinada (cantidad);Toma bebida energética (cantidad);Toma pulque (cantidad);Toma crema/bebida dulce (cantidad);Toma otra bebida (1) (cantidad);Cerveza_Marca_A;Cerveza_Marca_B;Ron_Marca_A;Ron_Marca_B;Brandy_Marca_A;Brandy_Marca_B;Cognac_Marca_A;Cognac_Marca_B;Tequila_Marca_A;Tequila_Marca_B;Mezcal_Marca_A;Mezcal_Marca_B;Whisky_Marca_A;Whisky_Marca_B;Vodka_Marca_A;Vodka_Marca_B;Ginebra_Marca_A;Ginebra_Marca_B;Anís_Marca_A;Anís_Marca_B;VinoT_Marca_A;VinoT_Marca_B;VinoB_Marca_A;VinoB_Marca_B;Combina_Marca_A;Combina_Marca_B;Energ_Marca_A;Energ_Marca_B;Pulque_Marca_A;Pulque_Marca_B;Crema_Marca_A;Crema_Marca_B;Otra_1_Marca_A;Otra_1_Marca_B;Cerveza_Marca_A_razón;Cerveza_Marca_B_razón;Ron_Marca_A_razón;Ron_Marca_B_razón;Brandy_Marca_A_razón;Brandy_Marca_B_razón;Cognac_Marca_A_razón;Cognac_Marca_B_razón;Tequila_Marca_A_razón;Tequila_Marca_B_razón;Mezcal_Marca_A_razón;Mezcal_Marca_B_razón;Whisky_Marca_A_razón;Whisky_Marca_B_razón;Vodka_Marca_A_razón;Vodka_Marca_B_razón;Ginebra_Marca_A_razón;Ginebra_Marca_B_razón;Anís_Marca_A_razón;Anís_Marca_B_razón;VinoT_Marca_A_razón;VinoT_Marca_B_razón;VinoB_Marca_A_razón;VinoB_Marca_B_razón;Combina_Marca_A_razón;Combina_Marca_B_razón;Energ_Marca_A_razón;Energ_Marca_B_razón;Pulque_Marca_A_razón;Pulque_Marca_B_razón;Crema_Marca_A_razón;Crema_Marca_B_razón;Otra_1_Marca_A_razón;Otra_1_Marca_B_razón;Principal lugar donde consume bebidas;Porqué bebe;¿Ha tenido alguna vez problemas luego de beber?;Choque de automóvil;Problema con autoridades;Problemas familiares;Problema en el trabajo;Problemas en la escuela;Riña, agresión, violencia;Problemas de salud;Pérdida de memoria;Pérdida de conciencia;Sentimiento de culpa;Otro problema;Cuando bebe, ¿maneja?;¿Le han hecho la prueba del alcoholímetro?;Resultado de prueba del alcoholímetro;Edad a la primera vez que bebió;Nivel de Ingresos;Medio de transporte principal;Automóvil;Metro;Gasto semanal en transporte;Tiene tel. móvil;Marca tel. móvil;Tel. móvil (razón marca);Compañía tel. móvil;Forma de pago tel. móvil;Compañía tel. móvil (calificación del servicio);Coyoacán_Seguridad;Coyoacán_Transporte;Coyoacán_Vías de Comunicación;Coyoacán_Calidad de Vida;Coyoacán_Corrupción;Coyoacán_Servs_Públicos;Coyoacán_Escolar;Coyoacán_Medio_Ambiente;Coyoacán_Cultura;Seguridad_DF;Seguridad_MEXICO;Empleo_DF;Empleo_MEXICO;Economía_DF;Economía_MEXICO;Pobreza_DF;Pobreza_MEXICO;Corrupción_DF;Corrupción_MEXICO;Educación_DF;Educación_MEXICO;Salud_DF;Salud_MEXICO;Narco_DF;Narco_MEXICO;DH_DF;DH_MEXICO;Medio Ambiente_DF;Medio Ambiente_MEXICO;Calificación a Andrés Manuel López Obrador;Calificación a Claudia Sheinbaum;Calificación a Alcalde Coyoacán;No. de focos en la vivienda;Edad (rangos);Estado Civil (2);Grado máximo de estudios (rangos);Años de estudio (estimado);Nivel Socioeconómico (2 categorías);Nivel de Ingresos (recodificado);Focos per cápita;Razón por la que no bebe;Índice de Consumo Mensual de Bebidas Alcohólicas;Índice de Consumo de B. Alcohólicas (2 categorías)
62;417;04369;5:02:00 AM;5:15:00 AM;Hombre;28;Soltero;Licenciatura completa (o pasante);1;0;0;1;0;0;0;Es jefe (a) de familia;Sí;Sí;;No;No;0;No;0;No;0;Sí;1;No;0;Sí;No;0;No;No;No;No;No;No;No;No;No;;;;;;1 vez a la semana;;1 vez a la semana;;;;;;;;;;;0;0;0;;;;4;;3;;;;;;;;;;;;;;;;;;;Dobel;Don Julio;;;Black Label;Buchanans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Precio;Sabor;;;Precio;Precio;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Para convivir;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;19;7-10 SM;Automóvil;1;0;400,00;Sí;Apple;Sistema Operativo;Telcel;Plan;Regular;Regular;Mala;NS/NC;Buena;Mala;Regular;Buena;Mala;Regular;4;2;5;2;4;2;6;3;4;5;7;5;5;2;3;5;6;5;6;4;2;4;5;5;18-29;Soltero;Licenciatura o más;17;Bajo-Medio;> 7 SM;5,00;;30,10;Medio-Alto
84;591;04480;11:36:00 AM;11:11:00 AM;Hombre;32;Casado;Maestría (completa o pasante);4;2;0;1;1;0;0;Esposo (a);Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;No;No;0;No;No;No;No;No;No;No;No;No;NA;Mas de 2 veces a la semana;;;;1 vez al mes;;;;;;;;;;;;;2;0;2;;;;5;;;;;;;;;;;;;TECATE;VICTORIA;;;;;;;CABRITO;MAYORASCO;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;Sabor;;;;;;;Sabor;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por diversión;No;;;;;;;;;;;;Nunca;Sí;Rebasó nivel permitido;20;5-7 SM;Automóvil;1;0;250,00;Sí;Motorola;Facilidad uso y manejo;Telcel;Prepago;Bueno;Mala;Regular;Regular;Regular;Regular;Regular;Buena;Buena;Buena;6;5;9;9;7;7;5;8;5;5;8;8;5;5;5;3;6;6;8;8;8;8;6;4;30-49;Casado-Unión Libre;Licenciatura o más;19;Bajo-Medio;2 - 7 SM;1,00;;31,00;Medio-Alto
112;663;04909;9:45:00 AM;9:53:00 AM;Mujer;51;Unión libre;Licenciatura completa (o pasante);4;0;0;2;1;1;0;Otro;Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;2 veces a la semana;;;;1 vez a la semana;;;;;;;;;;;;;1;0;1;;;;2;;;;;;;;;;;;;TECATE;XX;;;;;;;HERRADURA;JOSE CUERVO;;;;;;;;;;;;;;;;;;;;;;;;;Precio;Sabor;;;;;;;Costumbre;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por diversión;No;;;;;;;;;;;;Nunca;No;;;7-10 SM;Automóvil;1;0;600,00;Sí;Samsung;Precio;AT&T;Prepago;Regular;Regular;Buena;Buena;Regular;Regular;Regular;Buena;Regular;Regular;5;7;7;7;6;6;5;7;2;3;9;9;6;6;4;2;8;9;4;6;5;4;4;13;50 +;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;> 7 SM;3,25;;17,20;Medio-Alto
133;696;4100;1:15:00 AM;1:38:00 AM;Mujer;56;Casado;Licenciatura completa (o pasante);3;0;0;1;0;2;0;Esposo (a);No;Sí;;No;No;0;No;0;No;0;Sí;1;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;1 vez al mes;;;;;;;;;;;;;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;CASA DRAGONES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;;Casa de amigos, de familiares;Por gusto;No;;;;;;;;;;;;Nunca;No;;19;3-5 SM;Automóvil;1;0;200,00;No;;;;;;Muy buena;Mala;Muy buena;Buena;Muy buena;Regular;NS/NC;Buena;Buena;1;2;5;5;NS/NC;NS/NC;4;3;5;5;4;5;9;6;7;7;NS/NC;NS/NC;4;5;2;1;3;20;50 +;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;2 - 7 SM;6,67;;1,00;Bajo-Medio
139;696;4100;5:15:00 AM;5:43:00 AM;Hombre;50;Casado;Maestría (completa o pasante);2;0;0;0;0;2;0;Es jefe (a) de familia;No;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez al mes;;;;1 vez al mes;;;;;;;;;;;;;1;0;1;;;;1;;;;;;;;;;;;;CORONA;HEINEKEN;;;;;;;JOSE CUERVO;;;;;;;;;;;;;;;;;;;;;;;;;;Costumbre;Sabor;;;;;;;Costumbre;;;;;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;17;5-7 SM;Automóvil;1;0;500,00;Sí;HTC;Facilidad uso y manejo;Telcel;Otra modalidad;Regular;Mala;Muy buena;Muy Mala;Buena;Muy buena;Regular;Buena;Regular;Regular;5;NS/NC;4;5;3;4;2;3;1;1;8;9;8;4;7;5;6;6;3;6;1;2;0;30;50 +;Casado-Unión Libre;Licenciatura o más;19;Medio-Alto;2 - 7 SM;15,00;;2,00;Bajo-Medio
113;663;04909;10:00:00 AM;10:28:00 AM;Hombre;64;Viudo;Licenciatura completa (o pasante);1;0;0;0;0;1;0;Vive solo (a);No;Sí;;Sí;Sí;1;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la semana;Mas de 2 veces a la semana;;;;;;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;;;;CORONA;LEON;BACARDI;CAPITAN MORGAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Costumbre;Sabor;Sabor;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Nunca;No;;;No tengo ingresos;Automóvil;1;0;400,00;Sí;Alcatel;Facilidad uso y manejo;Movistar;Prepago;Bueno;Mala;Buena;Muy buena;Buena;Regular;Mala;Muy buena;Muy buena;Buena;6;8;6;7;7;6;8;7;4;2;8;7;8;7;4;4;8;9;7;7;7;1;6;13;50 +;Viudo;Licenciatura o más;17;Medio-Alto;;13,00;;17,30;Medio-Alto
121;663;04909;2:51:00 AM;3:03:00 AM;Mujer;33;Casado;Licenciatura incompleta;3;0;1;1;1;0;0;Esposo (a);No;Sí;;Sí;Sí;1;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la semana;1 vez a la semana;;;;;;;;;;;;;;;;2;2;8;2;;;;;3;;;;;;;;;;;CORONA;VICTORIA;BACARDI;CAPITAN MORGAN;;;;;;;;;JACK DANIELS;RED LABEL;;;;;;;;;;;;;;;;;;;;;Calidad;Precio;Precio;Sabor;;;;;;;;;Precio;Sabor;;;;;;;;;;;;;;;;;;;;;Casa de amigos, de familiares;Por diversión;No;;;;;;;;;;;;A veces;No;;NS/NC;;Automóvil;1;0;500,00;Sí;Samsung;Facilidad uso y manejo;AT&T;Prepago;Bueno;Mala;Mala;Mala;Muy buena;Mala;Regular;Muy buena;Regular;Regular;6;3;6;9;7;8;4;8;1;1;9;5;8;6;5;4;6;5;5;7;6;6;7;15;30-49;Casado-Unión Libre;Licenciatura o más;14,5;Medio-Alto;;5,00;;43,00;Medio-Alto
12;405;4300;1:33:00 AM;1:57:00 AM;Hombre;22;Soltero;Licenciatura completa (o pasante);5;0;0;2;0;2;1;Hijo (a);No;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;Sí;No;No;;1 vez a la semana;;;;;;;;;;;;;;1 vez al mes;;;0;4;12;;;;;;;;;;;;;;1;;;CORONA;HEINEKEN;;;;;;;;;;;;;;;;;;;;;;;;;;;LAS DUELISTAS;;;;;;Costumbre;Bebida de categoría;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;;;;;;Bares, cantinas, antros;Por gusto;Sí;;;;;;;Sí;Sí;;Sí;;A veces;No;;14;No tengo ingresos;Automóvil;1;0;800,00;Sí;Otra;Tecnología;AT&T;Plan;Bueno;Muy buena;Regular;NS/NC;Regular;NS/NC;Mala;Regular;Regular;Regular;6;1;10;NS/NC;NS/NC;1;5;4;1;NS/NC;6;NS/NC;6;5;6;1;8;NS/NC;1;NS/NC;0;0;0;21;18-29;Soltero;Licenciatura o más;17;Medio-Alto;;4,20;;52,60;Medio-Alto
28;600;4480;2:14:00 AM;2:48:00 AM;Hombre;49;Casado;Maestría (completa o pasante);4;0;0;2;0;2;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la quincena;;;;;;;;;;;;;;;;;3;0;3;;;;;;;;;;;;;;;;;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Siempre o casi siempre;No;;13;7-10 SM;Automóvil;1;0;500,00;Sí;Motorola;Precio;Telcel;Plan;Bueno;Mala;Regular;Regular;Regular;Mala;Buena;Buena;Buena;Buena;1;1;3;2;5;4;7;5;5;5;8;5;7;4;2;2;4;4;3;6;3;3;4;9;30-49;Casado-Unión Libre;Licenciatura o más;19;Bajo-Medio;> 7 SM;2,25;;6,00;Bajo-Medio
34;600;4480;4:39:00 AM;5:12:00 AM;Mujer;45;Unión libre;Licenciatura completa (o pasante);3;0;0;1;0;2;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la quincena;;;;;;;;;;;;;;;;;3;0;3;;;;;;;;;;;;;;;;;Corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Siempre o casi siempre;No;;12;7-10 SM;Automóvil;1;0;400,00;Sí;Motorola;Precio;Telcel;Plan;Bueno;8;7;6;7;Buena;Muy buena;9;Muy buena;8;7;6;7;5;9;6;8;5;5;5;9;5;8;7;8;4;4;4;3;7;10;8;7;10;30-49;Casado-Unión Libre;Licenciatura o más;17;Bajo-Medio;> 7 SM;3,33;;6,00;Bajo-Medio
39;725;04310;2:50:00 PM;3:15:00 PM;Hombre;67;Divorciado/Separado;Licenciatura completa (o pasante);4;0;0;0;2;0;2;Es jefe (a) de familia;Sí;Sí;;No;No;0;No;0;No;0;No;0;No;0;Sí;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;Mas de 2 veces a la semana;;;;;;;;;;;0;0;0;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;PASSPORT;JACK DANIEL'S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Calidad;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por gusto;Sí;No;No;Sí;No;No;No;No;No;No;No;No;A veces;No;;28;5-7 SM;Automóvil;1;0;1200,00;Sí;Motorola;Calidad;AT&T;Plan;Bueno;Regular;Regular;Regular;Buena;Mala;Regular;Buena;Buena;Buena;5;6;5;4;6;5;4;4;5;4;6;6;5;4;3;3;3;3;3;4;5;4;4;12;50 +;Divorciado/Separado;Licenciatura o más;17;Medio-Alto;2 - 7 SM;3,00;;52,00;Medio-Alto
40;725;04310;2:07:00 PM;2:25:00 PM;Hombre;39;Unión libre;Prepa (o equivalente) incompleta;7;1;1;1;1;1;3;Sobrino (a);Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la quincena;;;;;;;;;;;;;;;;;2;0;2;;;;;;;;;;;;;;;;;INDIO;XX LAGER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Costumbre;Sabor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bares, cantinas, antros;Por gusto;No;;;;;;;;;;;;A veces;Sí;No rebasó nivel permitido;16;No sabe / No contestó;Automóvil;1;0;600,00;Sí;Huawei;Facilidad uso y manejo;Telcel;Plan;Bueno;Regular;Regular;Buena;Buena;Regular;Regular;Buena;Buena;Buena;3;2;4;4;4;4;3;3;2;2;4;4;5;3;2;1;4;4;4;5;4;3;4;20;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;10,5;Medio-Alto;;2,86;;4,00;Bajo-Medio
43;725;04310;3:23:00 PM;3:44:00 PM;Hombre;56;Casado;Licenciatura incompleta;7;2;0;3;0;2;0;Esposo (a);Sí;No;No me gustan;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;2-3 SM;Automóvil;1;0;1500,00;Sí;Samsung;Otra;Telcel;Plan;Regular;Muy Mala;Mala;Regular;Regular;Muy Mala;Muy Mala;Regular;Muy Mala;Muy Mala;1;1;1;1;1;1;3;1;1;1;2;2;1;1;1;1;1;1;3;1;1;1;2;12;50 +;Casado-Unión Libre;Licenciatura o más;14,5;Medio-Alto;2 - 7 SM;1,71;No le gusta;;
47;725;04310;3:59:00 PM;4:17:00 PM;Mujer;28;Casado;Secundaria completa;3;0;0;1;2;0;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;Sí;No;No;No;No;No;No;;1 vez al mes;;;;;;;;;;1 vez al mes;;;;;;;0;0;0;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;RIUNITE LAMBRUSCO;CASILLERO DEL DI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recomendación;Recomendación;;;;;;;;;;;;;Fiestas, reuniones particulares;Me siento obligado (trabajo, amigos, familia);No;;;;;;;;;;;;Nunca;No;;25;5-7 SM;Automóvil;1;0;500,00;Sí;Apple;Cámara fotos;Telcel;Plan;Bueno;Muy buena;Mala;Muy Mala;Muy buena;NS/NC;Regular;NS/NC;Regular;Regular;5;8;7;NS/NC;8;5;3;10;8;7;4;4;3;10;10;10;NS/NC;NS/NC;2;7;1;0;0;8;18-29;Casado-Unión Libre;Hasta prepa (o equivalente) completa;9;Bajo-Medio;2 - 7 SM;2,67;;3,00;Bajo-Medio
76;591;04480;12:20:00 PM;12:33:00 PM;Hombre;50;Casado;Licenciatura incompleta;4;0;0;2;1;1;0;Es jefe (a) de familia;Sí;No;Tengo temor a las consecuencias o a mi comportamiento;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC;3-5 SM;Automóvil;1;0;3000,00;Sí;Motorola;Calidad;Telcel;Plan;Regular;Regular;Buena;Regular;Buena;Regular;Regular;Buena;Buena;Muy buena;1;1;2;1;1;2;1;1;1;1;3;2;3;2;1;1;2;1;2;2;4;4;4;12;50 +;Casado-Unión Libre;Licenciatura o más;14,5;Medio-Alto;2 - 7 SM;3,00;Lo considera conveniente;;
91;591;04480;2:47:00 AM;3:03:00 AM;Mujer;29;Casado;Prepa (o equivalente) completa;4;2;0;1;1;0;0;Esposo (a);No;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;NA;2 veces a la semana;;;;;;;;;;;;;;;;;3;0;3;;;;;;;;;;;;;;;;;TECATE;CORONA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;Costumbre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;No;;13;No tengo ingresos;Automóvil;1;0;250,00;Sí;Motorola;Precio;AT&T;Prepago;Regular;Mala;Mala;Regular;Regular;Muy Mala;Muy Mala;Regular;Mala;Muy Mala;2;4;2;2;5;3;3;1;1;1;6;4;6;5;1;1;5;5;4;4;6;3;3;5;18-29;Casado-Unión Libre;Hasta prepa (o equivalente) completa;12;Bajo-Medio;;1,25;;25,80;Medio-Alto
104;347;4330;10:32:00 AM;10:44:00 AM;Mujer;43;Divorciado/Separado;Licenciatura incompleta;5;0;1;1;1;1;1;Es jefe (a) de familia;Sí;No;Por ahora no me interesa;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NS/NC;2-3 SM;Automóvil;1;0;250,00;Sí;Apple;Apariencia;Movistar;Prepago;Malo;Regular;Buena;Mala;Regular;Mala;Regular;Buena;Mala;Mala;3;5;6;5;4;4;9;5;3;5;5;7;8;3;6;3;7;8;8;9;4;8;5;6;30-49;Divorciado/Separado;Licenciatura o más;14,5;Bajo-Medio;2 - 7 SM;1,20;Lo considera conveniente;;
114;663;04909;10:34:00 AM;10:46:00 AM;Mujer;46;Soltero;Prepa (o equivalente) completa;3;0;0;0;1;1;1;Es jefe (a) de familia;Sí;No;Antes llegué a beber y fue mala mi experiencia;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;7-10 SM;Automóvil;1;0;500,00;Sí;Apple;Calidad;AT&T;Plan;Bueno;Mala;Regular;Muy buena;Regular;Mala;Buena;Regular;Mala;Muy buena;5;5;8;6;5;7;7;7;2;4;7;7;8;6;4;3;7;8;7;8;4;1;7;13;30-49;Soltero;Hasta prepa (o equivalente) completa;12;Medio-Alto;> 7 SM;4,33;Lo considera conveniente;;
117;663;04909;11:28:00 AM;11:44:00 AM;Hombre;27;Casado;Licenciatura completa (o pasante);2;0;0;2;0;0;0;Es jefe (a) de familia;Sí;No;Dañan y prefiero cuidarme;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;7-10 SM;Automóvil;1;0;400,00;Sí;Samsung;Calidad;Telcel;Plan;Bueno;Mala;Mala;Buena;Muy buena;Muy buena;Muy Mala;Regular;Buena;Regular;6;5;6;6;7;6;5;6;2;2;6;6;7;7;2;3;7;8;4;6;2;1;5;14;18-29;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;> 7 SM;7,00;Lo considera conveniente;;
136;696;4100;2:50:00 AM;3:25:00 AM;Hombre;55;Casado;Licenciatura completa (o pasante);2;0;0;0;0;2;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;1 vez a la semana;;;;;;;;;;;;;;;;;3;0;3;;;;;;;;;;;;;;;;;CORONA;MODELO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Costumbre;Calidad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fiestas, reuniones particulares;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;20;5-7 SM;Automóvil;1;0;600,00;Sí;Samsung;Calidad;Telcel;Plan;Bueno;Regular;Regular;Regular;Buena;NS/NC;NS/NC;Regular;Regular;Regular;1;5;NS/NC;3;4;3;2;4;3;3;7;5;5;2;7;6;6;1;2;3;0;0;0;7;50 +;Casado-Unión Libre;Licenciatura o más;17;Bajo-Medio;2 - 7 SM;3,50;;12,90;Bajo-Medio
138;696;4100;4:40:00 AM;4:59:00 AM;Mujer;64;Casado;Licenciatura completa (o pasante);3;0;0;0;1;0;2;Esposo (a);No;No;No me gustan;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;No sabe / No contestó;Automóvil;1;0;350,00;Sí;Huawei;Facilidad uso y manejo;Telcel;Plan;Bueno;Muy buena;Buena;Mala;NS/NC;Muy Mala;Mala;NS/NC;Muy buena;NS/NC;1;3;5;NS/NC;4;4;3;2;3;5;7;8;9;5;1;2;6;5;4;4;1;1;3;20;50 +;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;;6,67;No le gusta;;
140;696;4100;6:15:00 AM;6:42:00 AM;Mujer;55;Divorciado/Separado;Licenciatura completa (o pasante);1;0;0;0;0;1;0;Es jefe (a) de familia;Sí;No;No me gustan;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;3-5 SM;Automóvil;1;0;100,00;Sí;Apple;Cámara fotos;Telcel;Plan;Regular;Muy buena;Muy Mala;Muy buena;Mala;Mala;NS/NC;Buena;Muy buena;Muy buena;3;4;4;4;NS/NC;NS/NC;4;5;1;1;6;6;9;6;1;1;4;4;6;6;2;1;4;25;50 +;Divorciado/Separado;Licenciatura o más;17;Medio-Alto;2 - 7 SM;25,00;No le gusta;;
